study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	biosample	bioproject	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_accession	run_total_spots	run_total_bases
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952832	RA0449_LN-MES	RA0449_LN-MES	9544	Macaca mulatta	GSM7063976_A0108_S165_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792060		SAMN33440444	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	21560638	2115272074	SRR38105798	21560638	6489752038
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952831	RA0449_LN-ING-L	RA0449_LN-ING-L	9544	Macaca mulatta	GSM7063975_A0107_S166_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792053		SAMN33440445	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	27973603	2706535444	SRR38105799	27973603	8420054503
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952733	RA0700_Kidney	RA0700_Kidney	9544	Macaca mulatta	GSM7063928_A0044_S121_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791984		SAMN33440492	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	25494781	3016411422	SRR38105800	25494781	7673929081
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952830	RA0449_LN-AX-R	RA0449_LN-AX-R	9544	Macaca mulatta	GSM7063974_A0106_S167_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792051		SAMN33440446	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	23576446	2296300079	SRR38105801	23576446	7096510246
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952829	RA0449_Ovary	RA0449_Ovary	9544	Macaca mulatta	GSM7063973_A0105_S6_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792050		SAMN33440447	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	40870245	4274984573	SRR38105802	40870245	12301943745
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952828	RA0449_Brain-Gr	RA0449_Brain-Gr	9544	Macaca mulatta	GSM7063972_A0104_S29_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792052		SAMN33440448	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	56485910	6024308798	SRR38105803	56485910	17002258910
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952827	RA0449_Brain-Wh	RA0449_Brain-Wh	9544	Macaca mulatta	GSM7063971_A0103	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792049		SAMN33440449	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	49732025	5040370014	SRR38105804	49732025	14969339525
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952826	A0101	A0101	9544	Macaca mulatta	GSM7063970_A0101	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792048		SAMN33440450	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	32061695	3152307617	SRR38105805	32061695	9650570195
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952825	RA0449_Kidney	RA0449_Kidney	9544	Macaca mulatta	GSM7063969_A0100_S114_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792047		SAMN33440451	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	22475298	2566546550	SRR38105806	22475298	6765064698
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952824	RA1082_LN-MES	RA1082_LN-MES	9544	Macaca mulatta	GSM7063906_A0010_S19_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792046		SAMN33440514	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	26193819	2586067231	SRR38105807	26193819	7884339519
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952823	RA0449_Spleen	RA0449_Spleen	9544	Macaca mulatta	GSM7063968_A0099_S114_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792044		SAMN33440452	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24653247	2424693888	SRR38105808	24653247	7420627347
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952822	RA1834_Skin-Non-Rash	RA1834_Skin-Non-Rash	9544	Macaca mulatta	GSM7063967_A0098_S39_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792045		SAMN33440453	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	11343422	1193918108	SRR38105809	11343422	3414370022
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952821	RA1834_Skin-Rash	RA1834_Skin-Rash	9544	Macaca mulatta	GSM7063966_A0097_S40_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792043		SAMN33440454	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	9851710	1040948032	SRR38105810	9851710	2965364710
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952820	RA1834_Sex-Organ	RA1834_Sex-Organ	9544	Macaca mulatta	GSM7063965_A0096_S62_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792042		SAMN33440455	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24773000	2598295927	SRR38105811	24773000	7456673000
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952819	RA1834_LNG-CD-R	RA1834_LNG-CD-R	9544	Macaca mulatta	GSM7063964_A0095	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792041		SAMN33440456	PRJNA938511	Illumina HiSeq 4000	Illumina HiSeq 4000	ILLUMINA	6595381	674448805	SRR38105812	6595381	1985209681
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952818	RA1834_LN-MES	RA1834_LN-MES	9544	Macaca mulatta	GSM7063963_A0094_S168_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792040		SAMN33440457	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	28538839	2806253268	SRR38105813	28538839	8590190539
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952817	RA1834_LN-ING-L	RA1834_LN-ING-L	9544	Macaca mulatta	GSM7063962_A0093_S169_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792059		SAMN33440458	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	26124494	2576277003	SRR38105814	26124494	7863472694
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952816	RA1834_LN-AX-R	RA1834_LN-AX-R	9544	Macaca mulatta	GSM7063961_A0092_S170_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792038		SAMN33440459	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24028013	2339583939	SRR38105815	24028013	7232431913
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952815	RA1834_Testis	RA1834_Testis	9544	Macaca mulatta	GSM7063960_A0091_S7_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792039		SAMN33440460	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	35643680	3641624194	SRR38105816	35643680	10728747680
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952814	RA1834_Brain-Gr	RA1834_Brain-Gr	9544	Macaca mulatta	GSM7063959_A0090_S82_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792037		SAMN33440461	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24197915	2810383724	SRR38105817	24197915	7283572415
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952812	Zyagen_D000_Adrenal.190507_long_S4	Zyagen_D000_Adrenal.190507_long_S4	9544	Macaca mulatta	GSM7064197_Zyagen_D000_Adrenal-190507_long_S4_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791828		SAMN33440223	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	4256480	513868276	SRR38105818	4256480	1272687520
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952811	Zyagen_D000_Adrenal.190507_long_S4	Zyagen_D000_Adrenal.190507_long_S4	9544	Macaca mulatta	GSM7064197_Zyagen_D000_Adrenal-190507_long_S4_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791828		SAMN33440223	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	4286027	514725829	SRR38105819	4286027	1281522073
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952810	RA1803_PBMC-D6	RA1803_PBMC-D6	9544	Macaca mulatta	GSM7064196_RA1803_PBMC_D006_S13_L004	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792036		SAMN33440224	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	9711732	1181120354	SRR38105820	9711732	2903807868
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952809	RA1803_PBMC-D6	RA1803_PBMC-D6	9544	Macaca mulatta	GSM7064196_RA1803_PBMC_D006_S13_L003	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792036		SAMN33440224	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	9879021	1189592758	SRR38105821	9879021	2953827279
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952808	RA1803_PBMC-D6	RA1803_PBMC-D6	9544	Macaca mulatta	GSM7064196_RA1803_PBMC_D006_S13_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792036		SAMN33440224	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	9726017	1173173174	SRR38105822	9726017	2908079083
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952807	RA1803_PBMC-D6	RA1803_PBMC-D6	9544	Macaca mulatta	GSM7064196_RA1803_PBMC_D006_S13_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792036		SAMN33440224	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	9929492	1187866591	SRR38105823	9929492	2968918108
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952806	RA1779_Liver-L	RA1779_Liver-L	9544	Macaca mulatta	GSM7064195_RA1779-Liver_S7_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792035		SAMN33440225	PRJNA938511	Illumina HiSeq 2500	Illumina HiSeq 2500	ILLUMINA	10337452	1111372205	SRR38105824	10337452	2057152948
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952805	RA1779_Liver-L	RA1779_Liver-L	9544	Macaca mulatta	GSM7064195_RA1779-Liver_S7_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792035		SAMN33440225	PRJNA938511	Illumina HiSeq 2500	Illumina HiSeq 2500	ILLUMINA	10064596	1078620929	SRR38105825	10064596	2002854604
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952804	RA0700_Brain-Gr	RA0700_Brain-Gr	9544	Macaca mulatta	GSM7063930_A0048_S86_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792034		SAMN33440490	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	22892601	2661658971	SRR38105826	22892601	6890672901
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952803	RA1325_PBMC-D6	RA1325_PBMC-D6	9544	Macaca mulatta	GSM7064194_RA1325_PBMC_D006_S12_L004	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792032		SAMN33440226	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	10033257	1212808835	SRR38105827	10033257	2999943843
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952802	RA1325_PBMC-D6	RA1325_PBMC-D6	9544	Macaca mulatta	GSM7064194_RA1325_PBMC_D006_S12_L003	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792032		SAMN33440226	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	10200632	1221124252	SRR38105828	10200632	3049988968
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952801	RA1325_PBMC-D6	RA1325_PBMC-D6	9544	Macaca mulatta	GSM7064194_RA1325_PBMC_D006_S12_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792032		SAMN33440226	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	10051422	1205743984	SRR38105829	10051422	3005375178
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952800	RA1325_PBMC-D6	RA1325_PBMC-D6	9544	Macaca mulatta	GSM7064194_RA1325_PBMC_D006_S12_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792032		SAMN33440226	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	10240566	1218276405	SRR38105830	10240566	3061929234
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952799	RA1074_PBMC-D6	RA1074_PBMC-D6	9544	Macaca mulatta	GSM7064193_RA1074_PBMC_D006_S11_L004	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792030		SAMN33440227	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	7238138	888899717	SRR38105831	7238138	2164203262
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952798	RA1074_PBMC-D6	RA1074_PBMC-D6	9544	Macaca mulatta	GSM7064193_RA1074_PBMC_D006_S11_L003	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792030		SAMN33440227	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	7384925	900321683	SRR38105832	7384925	2208092575
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952797	RA1074_PBMC-D6	RA1074_PBMC-D6	9544	Macaca mulatta	GSM7064193_RA1074_PBMC_D006_S11_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792030		SAMN33440227	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	7340674	897189914	SRR38105833	7340674	2194861526
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952796	RA1074_PBMC-D6	RA1074_PBMC-D6	9544	Macaca mulatta	GSM7064193_RA1074_PBMC_D006_S11_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792030		SAMN33440227	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	7463975	905624407	SRR38105834	7463975	2231728525
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952795	RA0850_Liver-L	RA0850_Liver-L	9544	Macaca mulatta	GSM7064192_RA0850-Liver_S11_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792029		SAMN33440228	PRJNA938511	Illumina HiSeq 2500	Illumina HiSeq 2500	ILLUMINA	6647101	720661215	SRR38105835	6647101	1322773099
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952794	RA0850_Liver-L	RA0850_Liver-L	9544	Macaca mulatta	GSM7064192_RA0850-Liver_S11_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792029		SAMN33440228	PRJNA938511	Illumina HiSeq 2500	Illumina HiSeq 2500	ILLUMINA	6444040	696817494	SRR38105836	6444040	1282363960
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952793	A0046	A0046	9544	Macaca mulatta	GSM7063929_A0046_S27_L002_20210520	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792028		SAMN33440491	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	11963601	1267083644	SRR38105837	11963601	3601043901
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952792	RA1803_Brain-Gr	RA1803_Brain-Gr	9544	Macaca mulatta	GSM7063902_A0006_S89_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792033		SAMN33440518	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	26732179	3151312893	SRR38105838	26732179	8046385879
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952791	RA0717_Liver-L	RA0717_Liver-L	9544	Macaca mulatta	GSM7064191_RA0717-Liver_S10_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792025		SAMN33440229	PRJNA938511	Illumina HiSeq 2500	Illumina HiSeq 2500	ILLUMINA	8904631	949052856	SRR38105839	8904631	1772021569
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952790	RA0717_Liver-L	RA0717_Liver-L	9544	Macaca mulatta	GSM7064191_RA0717-Liver_S10_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792025		SAMN33440229	PRJNA938511	Illumina HiSeq 2500	Illumina HiSeq 2500	ILLUMINA	8623968	916692531	SRR38105840	8623968	1716169632
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952741	RA0717_PBMC-D4	RA0717_PBMC-D4	9544	Macaca mulatta	GSM7064190_RA0717_PBMC_D004_S9_L004	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791977		SAMN33440230	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	6574291	800623066	SRR38105841	6574291	1965713009
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952788	RA0452_WholeBlood-D3	RA0452_WholeBlood-D3	9544	Macaca mulatta	GSM7064151_A0337_S90_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792024		SAMN33440269	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	31924378	3175156291	SRR38105842	31924378	9609237778
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952787	RA0452_WholeBlood-D1	RA0452_WholeBlood-D1	9544	Macaca mulatta	GSM7064150_A0336_S91_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792023		SAMN33440270	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	25379991	2522265609	SRR38105843	25379991	7639377291
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952786	RA0452_WholeBlood-BL	RA0452_WholeBlood-BL	9544	Macaca mulatta	GSM7064149_A0335_S92_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792022		SAMN33440271	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	32105819	3198155635	SRR38105844	32105819	9663851519
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952785	RA0717_LN-ING-L	RA0717_LN-ING-L	9544	Macaca mulatta	GSM7063924_A0037_S181_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792021		SAMN33440496	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	32593789	3201008789	SRR38105845	32593789	9810730489
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952784	RA0452_WholeBlood-BL	RA0452_WholeBlood-BL	9544	Macaca mulatta	GSM7064148_A0334_S93_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792031		SAMN33440272	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	33185531	3267646528	SRR38105846	33185531	9988844831
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952783	RA1834_WholeBlood-D3	RA1834_WholeBlood-D3	9544	Macaca mulatta	GSM7064147_A0333_S94_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792020		SAMN33440273	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	35503682	3524373220	SRR38105847	35503682	10686608282
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952782	RA1834_WholeBlood-D1	RA1834_WholeBlood-D1	9544	Macaca mulatta	GSM7064146_A0332_S95_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792019		SAMN33440274	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	30243944	2981740574	SRR38105848	30243944	9103427144
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952781	RA1834_WholeBlood-BL	RA1834_WholeBlood-BL	9544	Macaca mulatta	GSM7064145_A0331_S96_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792018		SAMN33440275	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	26532681	2612960927	SRR38105849	26532681	7986336981
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952780	RA1834_WholeBlood-BL	RA1834_WholeBlood-BL	9544	Macaca mulatta	GSM7064144_A0330_S26_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792017		SAMN33440276	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	21819210	2152686636	SRR38105850	21819210	6567582210
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952779	RA0449_WholeBlood-D3	RA0449_WholeBlood-D3	9544	Macaca mulatta	GSM7064143_A0329_S27_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792016		SAMN33440277	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	25107021	2493554493	SRR38105851	25107021	7557213321
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952778	RA0449_WholeBlood-D1	RA0449_WholeBlood-D1	9544	Macaca mulatta	GSM7064142_A0328_S28_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792015		SAMN33440278	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	23858741	2356471247	SRR38105852	23858741	7181481041
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952777	RA0449_WholeBlood-BL	RA0449_WholeBlood-BL	9544	Macaca mulatta	GSM7064141_A0327_S29_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792013		SAMN33440279	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	19421705	1915762071	SRR38105853	19421705	5845933205
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952776	RA0449_WholeBlood-BL	RA0449_WholeBlood-BL	9544	Macaca mulatta	GSM7064140_A0326_S30_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792027		SAMN33440280	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	19447939	1927274175	SRR38105854	19447939	5853829639
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952775	RA0223_WholeBlood-D3	RA0223_WholeBlood-D3	9544	Macaca mulatta	GSM7064139_A0325_S31_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28792012		SAMN33440281	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24656029	2448086520	SRR38105855	24656029	7421464729
