study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	biosample	bioproject	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_accession	run_total_spots	run_total_bases
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952660	RA1639_LN-MES	RA1639_LN-MES	9544	Macaca mulatta	GSM7064056_A0220_S141_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791903		SAMN33440364	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	21549690	2065939651	SRR38105614	21549690	6486456690
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952659	RA1639_LN-ING-L	RA1639_LN-ING-L	9544	Macaca mulatta	GSM7064055_A0219_S142_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791902		SAMN33440365	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	34197488	3375042249	SRR38105615	34197488	10293443888
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952658	RA1639_LN-AX-R	RA1639_LN-AX-R	9544	Macaca mulatta	GSM7064054_A0218_S143_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791901		SAMN33440366	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	29040164	2832078724	SRR38105616	29040164	8741089364
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952657	RA1639_Brain-Gr	RA1639_Brain-Gr	9544	Macaca mulatta	GSM7064053_A0216_S75_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791904		SAMN33440367	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	19919992	2303205713	SRR38105617	19919992	5995917592
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952656	RA1639_Brain-Wh	RA1639_Brain-Wh	9544	Macaca mulatta	GSM7064052_A0215_S108_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791899		SAMN33440368	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	28489636	3320629564	SRR38105618	28489636	8575380436
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952655	RA1639_Liver-L	RA1639_Liver-L	9544	Macaca mulatta	GSM7064051_A0213_S52_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791897		SAMN33440369	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	4815859	513440491	SRR38105619	4815859	1449573559
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952654	RA1639_Kidney	RA1639_Kidney	9544	Macaca mulatta	GSM7064050_A0212_S97_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791898		SAMN33440370	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	25918680	2978208153	SRR38105620	25918680	7801522680
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952653	RA1639_Spleen	RA1639_Spleen	9544	Macaca mulatta	GSM7064049_A0211_S106_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791900		SAMN33440371	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	25095986	2448023704	SRR38105621	25095986	7553891786
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952652	RA0850_Ovary	RA0850_Ovary	9544	Macaca mulatta	GSM7063914_A0021_S15_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791896		SAMN33440506	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	62322350	6684117026	SRR38105622	62322350	18759027350
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952651	RA1423_LN-MES	RA1423_LN-MES	9544	Macaca mulatta	GSM7064048_A0206_S144_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791895		SAMN33440372	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	21163515	2044042677	SRR38105623	21163515	6370218015
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952650	RA1423_LN-ING-L	RA1423_LN-ING-L	9544	Macaca mulatta	GSM7064047_A0205_S145_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791894		SAMN33440373	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	28568613	2797550385	SRR38105624	28568613	8599152513
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952649	RA1423_LN-AX-R	RA1423_LN-AX-R	9544	Macaca mulatta	GSM7064046_A0204_S146_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791893		SAMN33440374	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24281224	2372577884	SRR38105625	24281224	7308648424
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952648	RA1423_Brain-Gr	RA1423_Brain-Gr	9544	Macaca mulatta	GSM7064045_A0202_S76_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791892		SAMN33440375	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	16022832	1846994405	SRR38105626	16022832	4822872432
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952647	RA1423_Brain-Wh	RA1423_Brain-Wh	9544	Macaca mulatta	GSM7064044_A0201_S109_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791891		SAMN33440376	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	10969684	1284705493	SRR38105627	10969684	3301874884
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952646	RA1423_Liver-L	RA1423_Liver-L	9544	Macaca mulatta	GSM7064043_A0199_S53_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791888		SAMN33440377	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	19042521	2024660457	SRR38105628	19042521	5731798821
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952645	RA1423_Kidney	RA1423_Kidney	9544	Macaca mulatta	GSM7064042_A0198_S98_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791889		SAMN33440378	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	19677045	2275831283	SRR38105629	19677045	5922790545
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952532	RA1423_Spleen	RA1423_Spleen	9544	Macaca mulatta	GSM7064041_A0197_S107_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791800		SAMN33440379	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	21878739	2165476102	SRR38105630	21878739	6585500439
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952643	RA0700_Skin-Non-Rash	RA0700_Skin-Non-Rash	9544	Macaca mulatta	GSM7063936_A0056_S45_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791887		SAMN33440484	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	11996293	1279257808	SRR38105631	11996293	3610884193
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952642	RA0700_Skin-Rash	RA0700_Skin-Rash	9544	Macaca mulatta	GSM7063935_A0055_S46_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791890		SAMN33440485	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	19928787	2119842417	SRR38105632	19928787	5998564887
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952641	Zyagen_D000_Testis.160421_long_S16	Zyagen_D000_Testis.160421_long_S16	9544	Macaca mulatta	GSM7064206_Zyagen_D000_Testis-160421_long_S16_L004	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791885		SAMN33440214	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	5615828	687093523	SRR38105633	5615828	1679132572
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952640	Zyagen_D000_Testis.160421_long_S16	Zyagen_D000_Testis.160421_long_S16	9544	Macaca mulatta	GSM7064206_Zyagen_D000_Testis-160421_long_S16_L003	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791885		SAMN33440214	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	5805168	709167249	SRR38105634	5805168	1735745232
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952639	Zyagen_D000_Testis.160421_long_S16	Zyagen_D000_Testis.160421_long_S16	9544	Macaca mulatta	GSM7064206_Zyagen_D000_Testis-160421_long_S16_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791885		SAMN33440214	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	5710275	697280037	SRR38105635	5710275	1707372225
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952638	Zyagen_D000_Testis.160421_long_S16	Zyagen_D000_Testis.160421_long_S16	9544	Macaca mulatta	GSM7064206_Zyagen_D000_Testis-160421_long_S16_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791885		SAMN33440214	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	5769254	701063601	SRR38105636	5769254	1725006946
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952637	Zyagen_D000_Spleen.190507_long_S1	Zyagen_D000_Spleen.190507_long_S1	9544	Macaca mulatta	GSM7064205_Zyagen_D000_Spleen-190507_long_S1_L004	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791883		SAMN33440215	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	7723238	933696300	SRR38105637	7723238	2309248162
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952636	Zyagen_D000_Spleen.190507_long_S1	Zyagen_D000_Spleen.190507_long_S1	9544	Macaca mulatta	GSM7064205_Zyagen_D000_Spleen-190507_long_S1_L003	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791883		SAMN33440215	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	7953006	960846508	SRR38105638	7953006	2377948794
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952635	RA0700_LN-MES	RA0700_LN-MES	9544	Macaca mulatta	GSM7063934_A0052_S177_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791884		SAMN33440486	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	27509031	2685010900	SRR38105639	27509031	8280218331
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952634	Zyagen_D000_Spleen.190507_long_S1	Zyagen_D000_Spleen.190507_long_S1	9544	Macaca mulatta	GSM7064205_Zyagen_D000_Spleen-190507_long_S1_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791883		SAMN33440215	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	7884222	952199930	SRR38105640	7884222	2357382378
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952633	Zyagen_D000_Spleen.190507_long_S1	Zyagen_D000_Spleen.190507_long_S1	9544	Macaca mulatta	GSM7064205_Zyagen_D000_Spleen-190507_long_S1_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791883		SAMN33440215	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	7915157	950527049	SRR38105641	7915157	2366631943
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952632	Zyagen_D000_SpinalCord.190507_long_S8	Zyagen_D000_SpinalCord.190507_long_S8	9544	Macaca mulatta	GSM7064204_Zyagen_D000_SpinalCord-190507_long_S8_L004	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791882		SAMN33440216	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	4796887	579809980	SRR38105642	4796887	1434269213
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952631	Zyagen_D000_SpinalCord.190507_long_S8	Zyagen_D000_SpinalCord.190507_long_S8	9544	Macaca mulatta	GSM7064204_Zyagen_D000_SpinalCord-190507_long_S8_L003	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791882		SAMN33440216	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	4953510	598768828	SRR38105643	4953510	1481099490
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952630	Zyagen_D000_SpinalCord.190507_long_S8	Zyagen_D000_SpinalCord.190507_long_S8	9544	Macaca mulatta	GSM7064204_Zyagen_D000_SpinalCord-190507_long_S8_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791882		SAMN33440216	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	4888192	590381714	SRR38105644	4888192	1461569408
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952629	Zyagen_D000_SpinalCord.190507_long_S8	Zyagen_D000_SpinalCord.190507_long_S8	9544	Macaca mulatta	GSM7064204_Zyagen_D000_SpinalCord-190507_long_S8_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791882		SAMN33440216	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	4932799	592657045	SRR38105645	4932799	1474906901
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952628	Zyagen_D000_Skin.190507_long_S2	Zyagen_D000_Skin.190507_long_S2	9544	Macaca mulatta	GSM7064203_Zyagen_D000_Skin-190507_long_S2_L004	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791880		SAMN33440217	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	5189065	621678657	SRR38105646	5189065	1551530435
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952627	Zyagen_D000_Skin.190507_long_S2	Zyagen_D000_Skin.190507_long_S2	9544	Macaca mulatta	GSM7064203_Zyagen_D000_Skin-190507_long_S2_L003	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791880		SAMN33440217	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	5347605	640222809	SRR38105647	5347605	1598933895
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952626	Zyagen_D000_Skin.190507_long_S2	Zyagen_D000_Skin.190507_long_S2	9544	Macaca mulatta	GSM7064203_Zyagen_D000_Skin-190507_long_S2_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791880		SAMN33440217	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	5282077	631551608	SRR38105648	5282077	1579341023
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952625	Zyagen_D000_Skin.190507_long_S2	Zyagen_D000_Skin.190507_long_S2	9544	Macaca mulatta	GSM7064203_Zyagen_D000_Skin-190507_long_S2_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791880		SAMN33440217	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	5316757	633079886	SRR38105649	5316757	1589710343
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952624	RA0700_LN-ING-L	RA0700_LN-ING-L	9544	Macaca mulatta	GSM7063933_A0051_S178_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791881		SAMN33440487	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	25606721	2489314944	SRR38105650	25606721	7707623021
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952623	Zyagen_D000_Ovary.160421_long_S15	Zyagen_D000_Ovary.160421_long_S15	9544	Macaca mulatta	GSM7064202_Zyagen_D000_Ovary-160421_long_S15_L004	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791837		SAMN33440218	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	8622992	1065572844	SRR38105651	8622992	2578274608
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952580	Zyagen_D000_Ovary.160421_long_S15	Zyagen_D000_Ovary.160421_long_S15	9544	Macaca mulatta	GSM7064202_Zyagen_D000_Ovary-160421_long_S15_L003	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791837		SAMN33440218	PRJNA938511	NextSeq 550	NextSeq 550	ILLUMINA	8868674	1093434060	SRR38105652	8868674	2651733526
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952621	RA1074_WholeBlood-BL	RA1074_WholeBlood-BL	9544	Macaca mulatta	GSM7064173_A0361_S64_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791877		SAMN33440247	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	22786325	2285556811	SRR38105653	22786325	6858683825
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952620	RA1849_WholeBlood-D4	RA1849_WholeBlood-D4	9544	Macaca mulatta	GSM7064172_A0360_S65_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791876		SAMN33440248	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24035139	2416112589	SRR38105654	24035139	7234576839
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952619	RA1849_WholeBlood-D2	RA1849_WholeBlood-D2	9544	Macaca mulatta	GSM7064171_A0359_S66_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791874		SAMN33440249	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	27031882	2683532085	SRR38105655	27031882	8136596482
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952618	RA1849_WholeBlood-BL	RA1849_WholeBlood-BL	9544	Macaca mulatta	GSM7064170_A0358_S67_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791879		SAMN33440250	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	25305230	2515773994	SRR38105656	25305230	7616874230
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952617	RA1849_WholeBlood-BL	RA1849_WholeBlood-BL	9544	Macaca mulatta	GSM7064169_A0357_S68_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791875		SAMN33440251	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	28518259	2839331158	SRR38105657	28518259	8583995959
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952616	RA0717_Sex-Organ	RA0717_Sex-Organ	9544	Macaca mulatta	GSM7063926_A0040_S13_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791873		SAMN33440494	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	21062	2347932	SRR38105658	21062	6339662
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952615	RA0850_WholeBlood-D4	RA0850_WholeBlood-D4	9544	Macaca mulatta	GSM7064168_A0356_S69_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791872		SAMN33440252	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	29524955	2938429767	SRR38105659	29524955	8887011455
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952614	RA0850_WholeBlood-D2	RA0850_WholeBlood-D2	9544	Macaca mulatta	GSM7064167_A0355_S70_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791871		SAMN33440253	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	26718439	2652588229	SRR38105660	26718439	8042250139
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952613	RA0850_WholeBlood-BL	RA0850_WholeBlood-BL	9544	Macaca mulatta	GSM7064166_A0354_S71_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791870		SAMN33440254	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	18482610	1841726842	SRR38105661	18482610	5563265610
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952612	RA0850_WholeBlood-BL	RA0850_WholeBlood-BL	9544	Macaca mulatta	GSM7064165_A0353_S74_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791869		SAMN33440255	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24265958	2390087663	SRR38105662	24265958	7304053358
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952611	RA0717_WholeBlood-D4	RA0717_WholeBlood-D4	9544	Macaca mulatta	GSM7064164_A0352_S75_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791867		SAMN33440256	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	28328053	2807750337	SRR38105663	28328053	8526743953
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952610	RA0717_WholeBlood-D2	RA0717_WholeBlood-D2	9544	Macaca mulatta	GSM7064163_A0351_S76_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791868		SAMN33440257	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	26239632	2603237483	SRR38105664	26239632	7898129232
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952609	RA0717_WholeBlood-BL	RA0717_WholeBlood-BL	9544	Macaca mulatta	GSM7064162_A0350_S77_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791866		SAMN33440258	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	27281801	2694143944	SRR38105665	27281801	8211822101
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952608	RA0717_WholeBlood-BL	RA0717_WholeBlood-BL	9544	Macaca mulatta	GSM7064161_A0349_S78_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791865		SAMN33440259	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	23431579	2305764916	SRR38105666	23431579	7052905279
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952607	RA1639_WholeBlood-D5	RA1639_WholeBlood-D5	9544	Macaca mulatta	GSM7064160_A0348_S79_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791864		SAMN33440260	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	21852994	2168077139	SRR38105667	21852994	6577751194
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952606	RA1639_WholeBlood-D3	RA1639_WholeBlood-D3	9544	Macaca mulatta	GSM7064159_A0347_S80_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791863		SAMN33440261	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	32843116	3255389975	SRR38105668	32843116	9885777916
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952605	RA0717_LN-MES	RA0717_LN-MES	9544	Macaca mulatta	GSM7063925_A0038_S180_L002	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791862		SAMN33440495	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	26481128	2569705694	SRR38105669	26481128	7970819528
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952604	RA1639_WholeBlood-D1	RA1639_WholeBlood-D1	9544	Macaca mulatta	GSM7064158_A0346_S81_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791860		SAMN33440262	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	24432502	2413901331	SRR38105670	24432502	7354183102
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952603	RA1639_WholeBlood-BL	RA1639_WholeBlood-BL	9544	Macaca mulatta	GSM7064157_A0345_S82_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791859		SAMN33440263	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	26896614	2654396658	SRR38105671	26896614	8095880814
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952602	RA0522_WholeBlood-D3	RA0522_WholeBlood-D3	9544	Macaca mulatta	GSM7064156_A0342_S85_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791861		SAMN33440264	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	28096481	2789902932	SRR38105672	28096481	8457040781
SRP691911	Viral and host RNA dynamics in tissues from lethal Ebola virus disease in rhesus monkeys	SRX32952601	RA0522_WholeBlood-D1	RA0522_WholeBlood-D1	9544	Macaca mulatta	GSM7064155_A0341_S86_L001	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED	SRS28791858		SAMN33440265	PRJNA938511	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	26965975	2672382597	SRR38105673	26965975	8116758475
